Day,Hour,Minutes,CurrentStep,Susceptible,Exposed,Infectious,Recovered
0,0,5,300,4497,0,499,0
0,0,10,600,4497,0,499,0
0,0,15,900,4497,0,499,0
0,0,20,1200,4495,2,499,0
0,0,25,1500,4495,2,499,0
0,0,30,1800,4495,2,499,0
0,0,35,2100,4492,5,499,0
0,0,40,2400,4492,5,499,0
0,0,45,2700,4491,6,499,0
0,0,50,3000,4490,7,499,0
0,0,55,3300,4489,8,499,0
0,1,0,3600,4489,8,499,0
0,1,5,3900,4489,8,499,0
0,1,10,4200,4489,8,499,0
0,1,15,4500,4488,9,499,0
0,1,20,4800,4488,9,499,0
0,1,25,5100,4488,9,499,0
0,1,30,5400,4488,9,499,0
0,1,35,5700,4487,10,499,0
0,1,40,6000,4486,11,499,0
0,1,45,6300,4485,12,499,0
0,1,50,6600,4485,12,499,0
0,1,55,6900,4485,12,499,0
0,2,0,7200,4485,12,499,0
0,2,5,7500,4485,12,499,0
0,2,10,7800,4483,14,499,0
0,2,15,8100,4483,14,499,0
0,2,20,8400,4483,14,499,0
0,2,25,8700,4482,15,499,0
0,2,30,9000,4481,16,499,0
0,2,35,9300,4481,16,499,0
0,2,40,9600,4479,18,499,0
0,2,45,9900,4477,20,499,0
0,2,50,10200,4476,21,499,0
0,2,55,10500,4476,21,499,0
0,3,0,10800,4476,21,499,0
0,3,5,11100,4473,24,499,0
0,3,10,11400,4473,24,499,0
0,3,15,11700,4470,27,499,0
0,3,20,12000,4466,31,499,0
0,3,25,12300,4464,33,499,0
0,3,30,12600,4463,34,499,0
0,3,35,12900,4458,39,499,0
0,3,40,13200,4454,43,499,0
0,3,45,13500,4454,43,499,0
0,3,50,13800,4451,46,499,0
0,3,55,14100,4450,47,499,0
0,4,0,14400,4447,50,499,0
0,4,5,14700,4446,51,499,0
0,4,10,15000,4444,53,499,0
0,4,15,15300,4442,55,499,0
0,4,20,15600,4439,58,499,0
0,4,25,15900,4435,62,499,0
0,4,30,16200,4431,66,499,0
0,4,35,16500,4429,68,499,0
0,4,40,16800,4428,69,499,0
0,4,45,17100,4425,72,499,0
0,4,50,17400,4422,75,499,0
0,4,55,17700,4417,80,499,0
0,5,0,18000,4414,83,499,0
0,5,5,18300,4412,85,499,0
0,5,10,18600,4404,93,499,0
0,5,15,18900,4402,95,499,0
0,5,20,19200,4397,100,499,0
0,5,25,19500,4392,105,499,0
0,5,30,19800,4390,107,499,0
0,5,35,20100,4385,112,499,0
0,5,40,20400,4382,115,499,0
0,5,45,20700,4378,119,499,0
0,5,50,21000,4375,122,499,0
0,5,55,21300,4370,127,499,0
0,6,0,21600,4363,134,499,0
0,6,5,21900,4359,138,499,0
0,6,10,22200,4351,146,499,0
0,6,15,22500,4344,153,499,0
0,6,20,22800,4341,156,499,0
0,6,25,23100,4334,163,499,0
0,6,30,23400,4327,170,499,0
0,6,35,23700,4321,176,499,0
0,6,40,24000,4315,182,499,0
0,6,45,24300,4306,191,499,0
0,6,50,24600,4300,197,499,0
0,6,55,24900,4295,202,499,0
0,7,0,25200,4291,206,499,0
0,7,5,25500,4284,213,499,0
0,7,10,25800,4281,216,499,0
0,7,15,26100,4274,223,499,0
0,7,20,26400,4268,229,499,0
0,7,25,26700,4259,238,499,0
0,7,30,27000,4253,244,499,0
0,7,35,27300,4242,255,499,0
0,7,40,27600,4230,267,499,0
0,7,45,27900,4224,273,499,0
0,7,50,28200,4217,280,499,0
0,7,55,28500,4209,288,499,0
0,8,0,28800,4201,296,499,0
0,8,5,29100,4194,303,499,0
0,8,10,29400,4186,311,499,0
0,8,15,29700,4182,315,499,0
0,8,20,30000,4180,317,499,0
0,8,25,30300,4173,324,499,0
0,8,30,30600,4169,328,499,0
0,8,35,30900,4164,333,499,0
0,8,40,31200,4157,340,499,0
0,8,45,31500,4154,343,499,0
0,8,50,31800,4147,350,499,0
0,8,55,32100,4145,352,499,0
0,9,0,32400,4140,357,499,0
0,9,5,32700,4137,360,499,0
0,9,10,33000,4134,363,499,0
0,9,15,33300,4132,365,499,0
0,9,20,33600,4128,369,499,0
0,9,25,33900,4125,372,499,0
0,9,30,34200,4122,375,499,0
0,9,35,34500,4117,380,499,0
0,9,40,34800,4113,384,499,0
0,9,45,35100,4111,386,499,0
0,9,50,35400,4103,394,499,0
0,9,55,35700,4100,397,499,0
0,10,0,36000,4089,408,499,0
0,10,5,36300,4086,411,499,0
0,10,10,36600,4078,419,499,0
0,10,15,36900,4073,424,499,0
0,10,20,37200,4068,429,499,0
0,10,25,37500,4064,433,499,0
0,10,30,37800,4060,437,499,0
0,10,35,38100,4055,442,499,0
0,10,40,38400,4053,444,499,0
0,10,45,38700,4051,446,499,0
0,10,50,39000,4046,451,499,0
0,10,55,39300,4044,453,499,0
0,11,0,39600,4037,460,499,0
0,11,5,39900,4033,464,499,0
0,11,10,40200,4030,467,499,0
0,11,15,40500,4028,469,499,0
0,11,20,40800,4025,472,499,0
0,11,25,41100,4018,479,499,0
0,11,30,41400,4016,481,499,0
0,11,35,41700,4012,485,499,0
0,11,40,42000,4010,487,499,0
0,11,45,42300,4007,490,499,0
0,11,50,42600,4003,494,499,0
0,11,55,42900,3997,500,499,0
0,12,0,43200,3993,504,499,0
0,12,5,43500,3991,506,499,0
0,12,10,43800,3986,511,499,0
0,12,15,44100,3984,513,499,0
0,12,20,44400,3982,515,499,0
0,12,25,44700,3979,518,499,0
0,12,30,45000,3973,524,499,0
0,12,35,45300,3969,528,499,0
0,12,40,45600,3966,531,499,0
0,12,45,45900,3963,534,499,0
0,12,50,46200,3958,539,499,0
0,12,55,46500,3955,542,499,0
0,13,0,46800,3952,545,499,0
0,13,5,47100,3949,548,499,0
0,13,10,47400,3944,553,499,0
0,13,15,47700,3939,558,499,0
0,13,20,48000,3933,564,499,0
0,13,25,48300,3928,569,499,0
0,13,30,48600,3926,571,499,0
0,13,35,48900,3920,577,499,0
0,13,40,49200,3919,578,499,0
0,13,45,49500,3916,581,499,0
0,13,50,49800,3912,585,499,0
0,13,55,50100,3907,590,499,0
0,14,0,50400,3903,594,499,0
0,14,5,50700,3895,602,499,0
0,14,10,51000,3892,605,499,0
0,14,15,51300,3887,610,499,0
0,14,20,51600,3882,615,499,0
0,14,25,51900,3880,617,499,0
0,14,30,52200,3876,621,499,0
0,14,35,52500,3871,626,499,0
0,14,40,52800,3869,628,499,0
0,14,45,53100,3862,635,499,0
0,14,50,53400,3857,640,499,0
0,14,55,53700,3855,642,499,0
0,15,0,54000,3851,646,499,0
0,15,5,54300,3845,652,499,0
0,15,10,54600,3841,656,499,0
0,15,15,54900,3838,659,499,0
0,15,20,55200,3828,669,499,0
0,15,25,55500,3826,671,499,0
0,15,30,55800,3822,675,499,0
0,15,35,56100,3817,680,499,0
0,15,40,56400,3814,683,499,0
0,15,45,56700,3811,686,499,0
0,15,50,57000,3805,692,499,0
0,15,55,57300,3799,698,499,0
0,16,0,57600,3793,704,499,0
0,16,5,57900,3788,709,499,0
0,16,10,58200,3785,712,499,0
0,16,15,58500,3776,721,499,0
0,16,20,58800,3775,722,499,0
0,16,25,59100,3766,731,499,0
0,16,30,59400,3761,736,499,0
0,16,35,59700,3756,741,499,0
0,16,40,60000,3749,748,499,0
0,16,45,60300,3746,751,499,0
0,16,50,60600,3743,754,499,0
0,16,55,60900,3737,760,499,0
0,17,0,61200,3731,766,499,0
0,17,5,61500,3726,771,499,0
0,17,10,61800,3722,775,499,0
0,17,15,62100,3717,780,499,0
0,17,20,62400,3713,784,499,0
0,17,25,62700,3709,788,499,0
0,17,30,63000,3706,791,499,0
0,17,35,63300,3704,793,499,0
0,17,40,63600,3703,794,499,0
0,17,45,63900,3701,796,499,0
0,17,50,64200,3696,801,499,0
0,17,55,64500,3694,803,499,0
0,18,0,64800,3691,806,499,0
0,18,5,65100,3689,808,499,0
0,18,10,65400,3683,814,499,0
0,18,15,65700,3679,818,499,0
0,18,20,66000,3673,824,499,0
0,18,25,66300,3671,826,499,0
0,18,30,66600,3661,836,499,0
0,18,35,66900,3654,843,499,0
0,18,40,67200,3650,847,499,0
0,18,45,67500,3649,848,499,0
0,18,50,67800,3644,853,499,0
0,18,55,68100,3642,855,499,0
0,19,0,68400,3637,860,499,0
0,19,5,68700,3633,864,499,0
0,19,10,69000,3631,866,499,0
0,19,15,69300,3623,874,499,0
0,19,20,69600,3620,877,499,0
0,19,25,69900,3614,883,499,0
0,19,30,70200,3610,887,499,0
0,19,35,70500,3605,892,499,0
0,19,40,70800,3600,897,499,0
0,19,45,71100,3594,903,499,0
0,19,50,71400,3590,907,499,0
0,19,55,71700,3585,912,499,0
0,20,0,72000,3573,924,499,0
0,20,5,72300,3570,927,499,0
0,20,10,72600,3564,933,499,0
0,20,15,72900,3554,943,499,0
0,20,20,73200,3546,951,499,0
0,20,25,73500,3541,956,499,0
0,20,30,73800,3537,960,499,0
0,20,35,74100,3530,967,499,0
0,20,40,74400,3524,973,499,0
0,20,45,74700,3520,977,499,0
0,20,50,75000,3515,982,499,0
0,20,55,75300,3506,991,499,0
0,21,0,75600,3498,999,499,0
0,21,5,75900,3489,1008,499,0
0,21,10,76200,3479,1018,499,0
0,21,15,76500,3475,1022,499,0
0,21,20,76800,3469,1028,499,0
0,21,25,77100,3463,1034,499,0
0,21,30,77400,3460,1037,499,0
0,21,35,77700,3452,1045,499,0
0,21,40,78000,3444,1053,499,0
0,21,45,78300,3433,1064,499,0
0,21,50,78600,3426,1071,499,0
0,21,55,78900,3417,1080,499,0
0,22,0,79200,3411,1086,499,0
0,22,5,79500,3406,1091,499,0
0,22,10,79800,3398,1099,499,0
0,22,15,80100,3389,1108,499,0
0,22,20,80400,3383,1114,499,0
0,22,25,80700,3378,1119,499,0
0,22,30,81000,3365,1132,499,0
0,22,35,81300,3358,1139,499,0
0,22,40,81600,3352,1145,499,0
0,22,45,81900,3346,1151,499,0
0,22,50,82200,3336,1161,499,0
0,22,55,82500,3329,1168,499,0
0,23,0,82800,3320,1177,499,0
0,23,5,83100,3306,1191,499,0
0,23,10,83400,3299,1198,499,0
0,23,15,83700,3289,1208,499,0
0,23,20,84000,3281,1216,499,0
0,23,25,84300,3271,1226,499,0
0,23,30,84600,3266,1231,499,0
0,23,35,84900,3256,1241,499,0
0,23,40,85200,3244,1253,499,0
0,23,45,85500,3234,1263,499,0
0,23,50,85800,3229,1268,499,0
0,23,55,86100,3221,1276,499,0
0,0,0,86400,3214,1283,499,0
0,0,5,86700,3208,1289,499,0
0,0,10,87000,3200,1297,499,0
0,0,15,87300,3195,1302,499,0
0,0,20,87600,3186,1311,499,0
0,0,25,87900,3182,1315,499,0
0,0,30,88200,3164,1333,499,0
0,0,35,88500,3154,1343,499,0
0,0,40,88800,3146,1351,499,0
0,0,45,89100,3141,1356,499,0
0,0,50,89400,3134,1363,499,0
0,0,55,89700,3127,1370,499,0
0,1,0,90000,3115,1382,499,0
0,1,5,90300,3107,1390,499,0
0,1,10,90600,3100,1397,499,0
0,1,15,90900,3089,1408,499,0
0,1,20,91200,3080,1417,499,0
0,1,25,91500,3065,1432,499,0
0,1,30,91800,3057,1440,499,0
0,1,35,92100,3051,1446,499,0
0,1,40,92400,3044,1453,499,0
0,1,45,92700,3036,1461,499,0
0,1,50,93000,3023,1474,499,0
0,1,55,93300,3014,1483,499,0
0,2,0,93600,3008,1489,499,0
0,2,5,93900,3000,1497,499,0
0,2,10,94200,2990,1507,499,0
0,2,15,94500,2979,1518,499,0
0,2,20,94800,2969,1528,499,0
0,2,25,95100,2959,1538,499,0
0,2,30,95400,2949,1547,500,0
0,2,35,95700,2947,1549,500,0
0,2,40,96000,2937,1559,500,0
0,2,45,96300,2931,1564,501,0
0,2,50,96600,2924,1571,501,0
0,2,55,96900,2916,1579,501,0
0,3,0,97200,2905,1590,501,0
0,3,5,97500,2899,1596,501,0
0,3,10,97800,2888,1607,501,0
0,3,15,98100,2877,1618,501,0
0,3,20,98400,2870,1625,501,0
0,3,25,98700,2861,1634,501,0
0,3,30,99000,2848,1647,501,0
0,3,35,99300,2837,1658,501,0
0,3,40,99600,2830,1665,501,0
0,3,45,99900,2823,1672,501,0
0,3,50,100200,2815,1680,501,0
0,3,55,100500,2809,1686,501,0
0,4,0,100800,2796,1699,501,0
0,4,5,101100,2785,1710,501,0
0,4,10,101400,2775,1720,501,0
0,4,15,101700,2765,1730,501,0
0,4,20,102000,2757,1737,502,0
0,4,25,102300,2740,1753,503,0
0,4,30,102600,2731,1762,503,0
0,4,35,102900,2715,1778,503,0
0,4,40,103200,2700,1793,503,0
0,4,45,103500,2695,1797,504,0
0,4,50,103800,2681,1811,504,0
0,4,55,104100,2671,1821,504,0
0,5,0,104400,2661,1831,504,0
0,5,5,104700,2653,1839,504,0
0,5,10,105000,2639,1853,504,0
0,5,15,105300,2629,1863,504,0
0,5,20,105600,2618,1874,504,0
0,5,25,105900,2611,1881,504,0
0,5,30,106200,2603,1889,504,0
0,5,35,106500,2585,1906,505,0
0,5,40,106800,2577,1913,506,0
0,5,45,107100,2573,1917,506,0
0,5,50,107400,2561,1929,506,0
0,5,55,107700,2552,1938,506,0
0,6,0,108000,2538,1952,506,0
0,6,5,108300,2528,1962,506,0
0,6,10,108600,2513,1976,507,0
0,6,15,108900,2508,1980,508,0
0,6,20,109200,2501,1987,508,0
0,6,25,109500,2494,1994,508,0
0,6,30,109800,2487,2001,508,0
0,6,35,110100,2472,2014,510,0
0,6,40,110400,2465,2021,510,0
0,6,45,110700,2456,2030,510,0
0,6,50,111000,2453,2033,510,0
0,6,55,111300,2446,2040,510,0
0,7,0,111600,2436,2048,512,0
0,7,5,111900,2425,2059,512,0
0,7,10,112200,2411,2073,512,0
0,7,15,112500,2401,2082,513,0
0,7,20,112800,2392,2090,514,0
0,7,25,113100,2377,2105,514,0
0,7,30,113400,2366,2115,515,0
0,7,35,113700,2351,2130,515,0
0,7,40,114000,2340,2140,516,0
0,7,45,114300,2330,2148,518,0
0,7,50,114600,2316,2161,519,0
0,7,55,114900,2309,2168,519,0
0,8,0,115200,2294,2183,519,0
0,8,5,115500,2288,2188,520,0
0,8,10,115800,2282,2193,521,0
0,8,15,116100,2278,2197,521,0
0,8,20,116400,2269,2205,522,0
0,8,25,116700,2261,2212,523,0
0,8,30,117000,2254,2219,523,0
0,8,35,117300,2245,2227,524,0
0,8,40,117600,2239,2231,526,0
0,8,45,117900,2230,2238,528,0
0,8,50,118200,2220,2246,530,0
0,8,55,118500,2213,2252,531,0
0,9,0,118800,2205,2259,532,0
0,9,5,119100,2204,2260,532,0
0,9,10,119400,2201,2263,532,0
0,9,15,119700,2196,2268,532,0
0,9,20,120000,2193,2271,532,0
0,9,25,120300,2189,2273,534,0
0,9,30,120600,2183,2278,535,0
0,9,35,120900,2180,2281,535,0
0,9,40,121200,2178,2282,536,0
0,9,45,121500,2172,2288,536,0
0,9,50,121800,2170,2290,536,0
0,9,55,122100,2166,2294,536,0
0,10,0,122400,2161,2299,536,0
0,10,5,122700,2154,2306,536,0
0,10,10,123000,2150,2310,536,0
0,10,15,123300,2149,2306,541,0
0,10,20,123600,2149,2306,541,0
0,10,25,123900,2146,2309,541,0
0,10,30,124200,2144,2311,541,0
0,10,35,124500,2140,2314,542,0
0,10,40,124800,2140,2312,544,0
0,10,45,125100,2136,2316,544,0
0,10,50,125400,2132,2318,546,0
0,10,55,125700,2128,2321,547,0
0,11,0,126000,2125,2322,549,0
0,11,5,126300,2123,2324,549,0
0,11,10,126600,2118,2326,552,0
0,11,15,126900,2116,2328,552,0
0,11,20,127200,2112,2330,554,0
0,11,25,127500,2110,2331,555,0
0,11,30,127800,2107,2333,556,0
0,11,35,128100,2106,2333,557,0
0,11,40,128400,2105,2334,557,0
0,11,45,128700,2100,2339,557,0
0,11,50,129000,2095,2342,559,0
0,11,55,129300,2094,2342,560,0
0,12,0,129600,2090,2346,560,0
0,12,5,129900,2088,2348,560,0
0,12,10,130200,2085,2351,560,0
0,12,15,130500,2085,2351,560,0
0,12,20,130800,2081,2355,560,0
0,12,25,131100,2077,2359,560,0
0,12,30,131400,2072,2364,560,0
0,12,35,131700,2068,2366,562,0
0,12,40,132000,2065,2368,563,0
0,12,45,132300,2065,2366,565,0
0,12,50,132600,2061,2370,565,0
0,12,55,132900,2061,2370,565,0
0,13,0,133200,2058,2373,565,0
0,13,5,133500,2055,2376,565,0
0,13,10,133800,2053,2377,566,0
0,13,15,134100,2047,2383,566,0
0,13,20,134400,2046,2384,566,0
0,13,25,134700,2044,2385,567,0
0,13,30,135000,2043,2384,569,0
0,13,35,135300,2041,2386,569,0
0,13,40,135600,2039,2388,569,0
0,13,45,135900,2036,2390,570,0
0,13,50,136200,2033,2390,573,0
0,13,55,136500,2031,2391,574,0
0,14,0,136800,2022,2398,576,0
0,14,5,137100,2019,2400,577,0
0,14,10,137400,2017,2400,579,0
0,14,15,137700,2015,2401,580,0
0,14,20,138000,2009,2406,581,0
0,14,25,138300,2008,2407,581,0
0,14,30,138600,2005,2406,585,0
0,14,35,138900,2004,2407,585,0
0,14,40,139200,1995,2416,585,0
0,14,45,139500,1992,2418,586,0
0,14,50,139800,1988,2421,587,0
0,14,55,140100,1987,2421,588,0
0,15,0,140400,1983,2425,588,0
0,15,5,140700,1979,2429,588,0
0,15,10,141000,1977,2428,591,0
0,15,15,141300,1973,2431,592,0
0,15,20,141600,1971,2433,592,0
0,15,25,141900,1969,2433,594,0
0,15,30,142200,1966,2433,597,0
0,15,35,142500,1961,2435,600,0
0,15,40,142800,1959,2435,602,0
0,15,45,143100,1958,2434,604,0
0,15,50,143400,1958,2434,604,0
0,15,55,143700,1955,2435,606,0
0,16,0,144000,1946,2444,606,0
0,16,5,144300,1944,2445,607,0
0,16,10,144600,1943,2446,607,0
0,16,15,144900,1940,2449,607,0
0,16,20,145200,1936,2451,609,0
0,16,25,145500,1932,2454,610,0
0,16,30,145800,1928,2456,612,0
0,16,35,146100,1922,2459,615,0
0,16,40,146400,1920,2460,616,0
0,16,45,146700,1917,2461,618,0
0,16,50,147000,1914,2463,619,0
0,16,55,147300,1909,2467,620,0
0,17,0,147600,1909,2465,622,0
0,17,5,147900,1907,2465,624,0
0,17,10,148200,1904,2468,624,0
0,17,15,148500,1897,2473,626,0
0,17,20,148800,1895,2475,626,0
0,17,25,149100,1892,2477,627,0
0,17,30,149400,1892,2476,628,0
0,17,35,149700,1890,2475,631,0
0,17,40,150000,1888,2477,631,0
0,17,45,150300,1883,2480,633,0
0,17,50,150600,1882,2481,633,0
0,17,55,150900,1880,2482,634,0
0,18,0,151200,1878,2484,634,0
0,18,5,151500,1877,2482,637,0
0,18,10,151800,1872,2486,638,0
0,18,15,152100,1870,2487,639,0
0,18,20,152400,1866,2489,641,0
0,18,25,152700,1863,2491,642,0
0,18,30,153000,1862,2492,642,0
0,18,35,153300,1859,2490,647,0
0,18,40,153600,1854,2495,647,0
0,18,45,153900,1851,2498,647,0
0,18,50,154200,1847,2501,648,0
0,18,55,154500,1845,2502,649,0
0,19,0,154800,1842,2504,650,0
0,19,5,155100,1838,2506,652,0
0,19,10,155400,1836,2504,656,0
0,19,15,155700,1835,2503,658,0
0,19,20,156000,1826,2509,661,0
0,19,25,156300,1824,2509,663,0
0,19,30,156600,1820,2509,667,0
0,19,35,156900,1818,2509,669,0
0,19,40,157200,1814,2512,670,0
0,19,45,157500,1812,2511,673,0
0,19,50,157800,1809,2514,673,0
0,19,55,158100,1809,2511,676,0
0,20,0,158400,1806,2513,677,0
0,20,5,158700,1804,2514,678,0
0,20,10,159000,1801,2516,679,0
0,20,15,159300,1799,2518,679,0
0,20,20,159600,1795,2522,679,0
0,20,25,159900,1792,2525,679,0
0,20,30,160200,1788,2528,680,0
0,20,35,160500,1786,2529,681,0
0,20,40,160800,1781,2532,683,0
0,20,45,161100,1778,2533,685,0
0,20,50,161400,1776,2534,686,0
0,20,55,161700,1772,2537,687,0
0,21,0,162000,1771,2538,687,0
0,21,5,162300,1770,2537,689,0
0,21,10,162600,1766,2541,689,0
0,21,15,162900,1764,2538,694,0
0,21,20,163200,1762,2539,695,0
0,21,25,163500,1759,2539,698,0
0,21,30,163800,1757,2541,698,0
0,21,35,164100,1752,2542,702,0
0,21,40,164400,1747,2547,702,0
0,21,45,164700,1741,2550,705,0
0,21,50,165000,1739,2548,709,0
0,21,55,165300,1734,2550,712,0
0,22,0,165600,1730,2554,712,0
0,22,5,165900,1724,2559,713,0
0,22,10,166200,1719,2563,714,0
0,22,15,166500,1716,2565,715,0
0,22,20,166800,1710,2569,717,0
0,22,25,167100,1707,2569,720,0
0,22,30,167400,1700,2576,720,0
0,22,35,167700,1690,2586,720,0
0,22,40,168000,1685,2589,722,0
0,22,45,168300,1683,2585,728,0
0,22,50,168600,1676,2587,733,0
0,22,55,168900,1671,2591,734,0
0,23,0,169200,1668,2592,736,0
0,23,5,169500,1664,2595,737,0
0,23,10,169800,1658,2601,737,0
0,23,15,170100,1653,2605,738,0
0,23,20,170400,1651,2607,738,0
0,23,25,170700,1640,2615,741,0
0,23,30,171000,1638,2616,742,0
0,23,35,171300,1629,2622,745,0
0,23,40,171600,1624,2626,746,0
0,23,45,171900,1617,2633,746,0
0,23,50,172200,1614,2635,747,0
0,23,55,172500,1610,2635,751,0
0,0,0,172800,1604,2636,756,0
0,0,5,173100,1600,2639,757,0
0,0,10,173400,1589,2646,761,0
0,0,15,173700,1585,2648,763,0
0,0,20,174000,1577,2656,763,0
0,0,25,174300,1572,2657,767,0
0,0,30,174600,1562,2664,770,0
0,0,35,174900,1557,2668,771,0
0,0,40,175200,1552,2673,771,0
0,0,45,175500,1551,2672,773,0
0,0,50,175800,1546,2672,778,0
0,0,55,176100,1541,2674,781,0
0,1,0,176400,1531,2682,783,0
0,1,5,176700,1524,2688,784,0
0,1,10,177000,1517,2691,788,0
0,1,15,177300,1512,2693,791,0
0,1,20,177600,1506,2697,793,0
0,1,25,177900,1495,2704,797,0
0,1,30,178200,1492,2704,800,0
0,1,35,178500,1485,2710,801,0
0,1,40,178800,1481,2712,803,0
0,1,45,179100,1476,2715,805,0
0,1,50,179400,1470,2718,808,0
0,1,55,179700,1467,2719,810,0
0,2,0,180000,1462,2721,813,0
0,2,5,180300,1453,2726,817,0
0,2,10,180600,1440,2738,818,0
0,2,15,180900,1431,2744,821,0
0,2,20,181200,1427,2745,824,0
0,2,25,181500,1424,2746,826,0
0,2,30,181800,1419,2747,830,0
0,2,35,182100,1416,2747,833,0
0,2,40,182400,1412,2749,835,0
0,2,45,182700,1410,2751,835,0
0,2,50,183000,1406,2754,836,0
0,2,55,183300,1397,2761,838,0
0,3,0,183600,1396,2760,840,0
0,3,5,183900,1391,2763,842,0
0,3,10,184200,1388,2762,846,0
0,3,15,184500,1383,2763,850,0
0,3,20,184800,1381,2762,853,0
0,3,25,185100,1369,2771,856,0
0,3,30,185400,1364,2770,862,0
0,3,35,185700,1355,2774,867,0
0,3,40,186000,1347,2779,870,0
0,3,45,186300,1341,2782,873,0
0,3,50,186600,1335,2782,879,0
0,3,55,186900,1328,2787,881,0
0,4,0,187200,1320,2789,887,0
0,4,5,187500,1312,2793,891,0
0,4,10,187800,1309,2794,893,0
0,4,15,188100,1301,2800,895,0
0,4,20,188400,1294,2800,902,0
0,4,25,188700,1282,2808,906,0
0,4,30,189000,1273,2812,911,0
0,4,35,189300,1266,2815,915,0
0,4,40,189600,1260,2820,916,0
0,4,45,189900,1255,2823,918,0
0,4,50,190200,1251,2823,922,0
0,4,55,190500,1247,2827,922,0
0,5,0,190800,1245,2821,930,0
0,5,5,191100,1240,2821,935,0
0,5,10,191400,1229,2829,938,0
0,5,15,191700,1219,2839,938,0
0,5,20,192000,1213,2840,943,0
0,5,25,192300,1206,2846,944,0
0,5,30,192600,1198,2852,946,0
0,5,35,192900,1188,2858,950,0
0,5,40,193200,1181,2860,955,0
0,5,45,193500,1175,2865,956,0
0,5,50,193800,1168,2866,962,0
0,5,55,194100,1159,2871,966,0
0,6,0,194400,1148,2878,970,0
0,6,5,194700,1141,2882,973,0
0,6,10,195000,1135,2884,977,0
0,6,15,195300,1127,2888,981,0
0,6,20,195600,1122,2890,984,0
0,6,25,195900,1115,2894,987,0
0,6,30,196200,1112,2895,989,0
0,6,35,196500,1103,2903,990,0
0,6,40,196800,1097,2901,998,0
0,6,45,197100,1089,2906,1001,0
0,6,50,197400,1083,2908,1005,0
0,6,55,197700,1078,2908,1010,0
0,7,0,198000,1073,2910,1013,0
0,7,5,198300,1065,2915,1016,0
0,7,10,198600,1061,2914,1021,0
0,7,15,198900,1054,2917,1025,0
0,7,20,199200,1045,2920,1031,0
0,7,25,199500,1037,2925,1034,0
0,7,30,199800,1030,2929,1037,0
0,7,35,200100,1021,2937,1038,0
0,7,40,200400,1010,2943,1043,0
0,7,45,200700,1001,2950,1045,0
0,7,50,201000,995,2952,1049,0
0,7,55,201300,988,2956,1052,0
0,8,0,201600,982,2962,1052,0
0,8,5,201900,978,2960,1058,0
0,8,10,202200,972,2963,1061,0
0,8,15,202500,965,2967,1064,0
0,8,20,202800,957,2972,1067,0
0,8,25,203100,955,2971,1070,0
0,8,30,203400,952,2969,1075,0
0,8,35,203700,949,2970,1077,0
0,8,40,204000,946,2968,1082,0
0,8,45,204300,944,2968,1084,0
0,8,50,204600,941,2969,1086,0
0,8,55,204900,935,2973,1088,0
0,9,0,205200,932,2973,1091,0
0,9,5,205500,931,2974,1091,0
0,9,10,205800,928,2972,1096,0
0,9,15,206100,927,2970,1099,0
0,9,20,206400,925,2968,1103,0
0,9,25,206700,922,2964,1110,0
0,9,30,207000,920,2964,1112,0
0,9,35,207300,915,2967,1114,0
0,9,40,207600,912,2968,1116,0
0,9,45,207900,907,2971,1118,0
0,9,50,208200,906,2970,1120,0
0,9,55,208500,902,2972,1122,0
0,10,0,208800,900,2967,1129,0
0,10,5,209100,899,2964,1133,0
0,10,10,209400,895,2964,1137,0
0,10,15,209700,895,2962,1139,0
0,10,20,210000,893,2959,1144,0
0,10,25,210300,890,2958,1148,0
0,10,30,210600,889,2953,1154,0
0,10,35,210900,887,2954,1155,0
0,10,40,211200,886,2949,1161,0
0,10,45,211500,884,2948,1164,0
0,10,50,211800,881,2948,1167,0
0,10,55,212100,878,2946,1172,0
0,11,0,212400,877,2940,1179,0
0,11,5,212700,874,2939,1183,0
0,11,10,213000,871,2939,1186,0
0,11,15,213300,868,2938,1190,0
0,11,20,213600,866,2935,1195,0
0,11,25,213900,862,2935,1199,0
0,11,30,214200,860,2937,1199,0
0,11,35,214500,857,2935,1204,0
0,11,40,214800,856,2930,1210,0
0,11,45,215100,855,2930,1211,0
0,11,50,215400,853,2929,1214,0
0,11,55,215700,852,2926,1218,0
0,12,0,216000,851,2927,1218,0
0,12,5,216300,850,2921,1225,0
0,12,10,216600,850,2915,1231,0
0,12,15,216900,848,2915,1233,0
0,12,20,217200,848,2908,1240,0
0,12,25,217500,848,2904,1244,0
0,12,30,217800,848,2899,1249,0
0,12,35,218100,847,2895,1254,0
0,12,40,218400,847,2891,1258,0
0,12,45,218700,845,2891,1260,0
0,12,50,219000,843,2890,1263,0
0,12,55,219300,843,2887,1266,0
0,13,0,219600,842,2884,1270,0
0,13,5,219900,841,2880,1275,0
0,13,10,220200,841,2877,1278,0
0,13,15,220500,841,2871,1284,0
0,13,20,220800,841,2868,1287,0
0,13,25,221100,840,2858,1298,0
0,13,30,221400,838,2853,1305,0
0,13,35,221700,837,2847,1312,0
0,13,40,222000,837,2845,1314,0
0,13,45,222300,836,2841,1319,0
0,13,50,222600,836,2836,1324,0
0,13,55,222900,835,2833,1328,0
0,14,0,223200,833,2831,1332,0
0,14,5,223500,833,2826,1337,0
0,14,10,223800,831,2826,1339,0
0,14,15,224100,829,2825,1342,0
